# Original shape: (22920, 4, 3)
# Slice 0
4170.00,183.00,183.00
15737.00,185.00,185.00
15738.00,189.00,189.00
4175.00,188.00,188.00

# Slice 143
4175.00,188.00,188.00
15738.00,189.00,189.00
22115.00,147.00,147.00
15771.00,146.00,146.00

# Slice 144
4176.00,190.00,190.00
4180.00,191.00,191.00
4181.00,192.00,192.00
4177.00,193.00,193.00

# Slice 145
4177.00,193.00,193.00
4181.00,192.00,192.00
16290.00,194.00,194.00
16289.00,195.00,195.00

# Slice 146
4180.00,191.00,191.00
15773.00,159.00,159.00
15772.00,158.00,158.00
4181.00,192.00,192.00

# Slice 147
4181.00,192.00,192.00
15772.00,158.00,158.00
22194.00,161.00,161.00
16290.00,194.00,194.00

# Slice 148
4176.00,190.00,190.00
4177.00,193.00,193.00
4182.00,196.00,196.00
4178.00,197.00,197.00

# Slice 149
4178.00,197.00,197.00
4182.00,196.00,196.00
15778.00,198.00,198.00
15779.00,199.00,199.00

# Slice 150
4177.00,193.00,193.00
16289.00,195.00,195.00
16288.00,200.00,200.00
4182.00,196.00,196.00

# Slice 151
4182.00,196.00,196.00
16288.00,200.00,200.00
22196.00,201.00,201.00
15778.00,198.00,198.00

# Slice 152
4176.00,190.00,190.00
4178.00,197.00,197.00
4183.00,202.00,202.00
4179.00,203.00,203.00

# Slice 153
4179.00,203.00,203.00
4183.00,202.00,202.00
15718.00,204.00,204.00
15719.00,205.00,205.00

# Slice 154
4178.00,197.00,197.00
15779.00,199.00,199.00
15780.00,206.00,206.00
4183.00,202.00,202.00

# Slice 155
4183.00,202.00,202.00
15780.00,206.00,206.00
22110.00,207.00,207.00
15718.00,204.00,204.00

# Slice 156
4176.00,190.00,190.00
4179.00,203.00,203.00
4184.00,208.00,208.00
4180.00,191.00,191.00

# Slice 157
4180.00,191.00,191.00
4184.00,208.00,208.00
15774.00,166.00,166.00
15773.00,159.00,159.00

# Slice 158
4179.00,203.00,203.00
15719.00,205.00,205.00
15720.00,209.00,209.00
4184.00,208.00,208.00

# Slice 159
4184.00,208.00,208.00
15720.00,209.00,209.00
22109.00,167.00,167.00
15774.00,166.00,166.00

# Slice 160
4185.00,210.00,210.00
4189.00,211.00,211.00
4190.00,212.00,212.00
4186.00,213.00,213.00

# Slice 161
4186.00,213.00,213.00
4190.00,212.00,212.00
16293.00,214.00,214.00
16292.00,215.00,215.00

# Slice 162
4189.00,211.00,211.00
15776.00,179.00,179.00
15775.00,178.00,178.00
4190.00,212.00,212.00

# Slice 163
4190.00,212.00,212.00
15775.00,178.00,178.00
22195.00,181.00,181.00
16293.00,214.00,214.00

# Slice 164
4185.00,210.00,210.00
4186.00,213.00,213.00
4191.00,216.00,216.00
4187.00,217.00,217.00

# Slice 165
4187.00,217.00,217.00
4191.00,216.00,216.00
15892.00,218.00,7.00
15893.00,219.00,6.00

# Slice 166
4186.00,213.00,213.00
16292.00,215.00,215.00
16291.00,220.00,218.00
4191.00,216.00,216.00

# Slice 167
4191.00,216.00,216.00
16291.00,220.00,218.00
22197.00,221.00,8.00
15892.00,218.00,7.00

# Slice 168
4185.00,210.00,210.00
4187.00,217.00,217.00
4192.00,222.00,219.00
4188.00,223.00,220.00

# Slice 169
4188.00,223.00,220.00
4192.00,222.00,219.00
15739.00,224.00,221.00
15740.00,225.00,222.00

# Slice 170
4187.00,217.00,217.00
15893.00,219.00,6.00
15894.00,226.00,22.00
4192.00,222.00,219.00

# Slice 171
4192.00,222.00,219.00
15894.00,226.00,22.00
22117.00,227.00,24.00
15739.00,224.00,221.00

# Slice 172
4185.00,210.00,210.00
4188.00,223.00,220.00
4193.00,228.00,223.00
4189.00,211.00,211.00

# Slice 173
4189.00,211.00,211.00
4193.00,228.00,223.00
15777.00,186.00,186.00
15776.00,179.00,179.00

# Slice 174
4188.00,223.00,220.00
15740.00,225.00,222.00
15741.00,229.00,224.00
4193.00,228.00,223.00

# Slice 175
4193.00,228.00,223.00
15741.00,229.00,224.00
22116.00,187.00,187.00
15777.00,186.00,186.00

# Slice 176
4194.00,230.00,225.00
4198.00,231.00,226.00
4199.00,232.00,227.00
4195.00,233.00,228.00

# Slice 177
4195.00,233.00,228.00
4199.00,232.00,227.00
16296.00,234.00,229.00
16295.00,235.00,230.00

# Slice 178
4198.00,231.00,226.00
15779.00,199.00,199.00
15778.00,198.00,198.00
4199.00,232.00,227.00

# Slice 179
4199.00,232.00,227.00
15778.00,198.00,198.00
22196.00,201.00,201.00
16296.00,234.00,229.00

# Slice 180
4194.00,230.00,225.00
4195.00,233.00,228.00
4200.00,236.00,231.00
4196.00,237.00,232.00

# Slice 181
4196.00,237.00,232.00
4200.00,236.00,231.00
15898.00,32.00,32.00
15899.00,31.00,31.00

# Slice 182
4195.00,233.00,228.00
16295.00,235.00,230.00
16294.00,238.00,233.00
4200.00,236.00,231.00

# Slice 183
4200.00,236.00,231.00
16294.00,238.00,233.00
22198.00,33.00,33.00
15898.00,32.00,32.00

# Slice 184
4194.00,230.00,225.00
4196.00,237.00,232.00
4201.00,239.00,234.00
4197.00,240.00,235.00

# Slice 185
4197.00,240.00,235.00
4201.00,239.00,234.00
15721.00,241.00,236.00
15722.00,242.00,237.00

# Slice 186
4196.00,237.00,232.00
15899.00,31.00,31.00
15900.00,47.00,47.00
4201.00,239.00,234.00

# Slice 187
4201.00,239.00,234.00
15900.00,47.00,47.00
22111.00,49.00,49.00
15721.00,241.00,236.00

# Slice 188
4194.00,230.00,225.00
